UNIPROT,Category of binding
PARG,Ambiguous
VPS11,Ambiguous
HID1,Ambiguous
AKT1,Ambiguous
UBXN7,Ambiguous
ADCK3,Ambiguous
MK08,Ambiguous
PKN3,Ambiguous
GIPC1,Ambiguous
LCAP,Ambiguous
POP5,Ambiguous
PPA6,Ambiguous
VPS18,Ambiguous
OSBL9,Ambiguous
RABE1,Ambiguous
ATX3,Ambiguous
MS18A,Ambiguous
ODO1,Ambiguous
DHB4,Ambiguous
ADXL,Ambiguous
TBCD5,Ambiguous
GCSP,Ambiguous
DPP8,Ambiguous
PDPR,Ambiguous
TPPC4,Ambiguous
PTN1,Ambiguous
VPS53,Ambiguous
TPP2,Ambiguous
NPHP3,Ambiguous
MOCS3,Ambiguous
CNPY2,Ambiguous
PARVB,Ambiguous
FAKD2,Ambiguous
UBP8,Ambiguous
MMAC,Ambiguous
CG050,Ambiguous
FANCI,Ambiguous
SNX4,Ambiguous
CO4A1,Ambiguous
ALAT2,Ambiguous
RHOG,Ambiguous
F262,Ambiguous
LIMS1,Ambiguous
SRR,Ambiguous
TNG2,Ambiguous
RAB4B,Ambiguous
ENASE,Ambiguous
DSCR3,Ambiguous
OPTN,Ambiguous
PDIA5,Ambiguous
API5,Ambiguous
FA50A,Ambiguous
HYOU1,Ambiguous
MOB3A,Ambiguous
FIBA,Ambiguous
HDGF,Ambiguous
CAH2,Ambiguous
FAN,Ambiguous
2A5G,Ambiguous
RNF14,Ambiguous
DC2L1,Ambiguous
GPD1L,Ambiguous
DGUOK,Ambiguous
MESD,Ambiguous
TIPIN,Ambiguous
BIG1,Ambiguous
MAON,Ambiguous
BRE1B,Ambiguous
CC132,Ambiguous
MP2K4,Ambiguous
MVD1,Ambiguous
LEG9,Ambiguous
SDHB,Ambiguous
SPAST,Ambiguous
SELB,Ambiguous
WDR73,Ambiguous
LV102,Ambiguous
IGHE,Ambiguous
COMD9,Ambiguous
CAN7,Ambiguous
GDPP1,Ambiguous
1433F,Ambiguous
LANC1,Ambiguous
DHAK,Ambiguous
MOD5,Ambiguous
SYNM,Ambiguous
CPTP,Ambiguous
PDCD5,Ambiguous
SEN54,Ambiguous
STXB2,Ambiguous
GTPB8,Ambiguous
PDK1,Ambiguous
TRPT1,Ambiguous
RUFY1,Ambiguous
EFGM,Ambiguous
AIFM1,Ambiguous
DPYL3,Ambiguous
GCC2,Ambiguous
P4R3B,Ambiguous
FADD,Ambiguous
UBP48,Ambiguous
STPAP,Ambiguous
VP37A,Ambiguous
DPP4,Ambiguous
TSSP,Ambiguous
IQGA1,Ambiguous
SYAM,Ambiguous
CTBP1,Ambiguous
MROH1,Ambiguous
TBC23,Ambiguous
FACD2,Ambiguous
KI20A,Ambiguous
TRUB1,Ambiguous
WDR81,Ambiguous
SSH3,Ambiguous
E2AK2,Ambiguous
CK070,Ambiguous
AIFM3,Ambiguous
ACY1,Ambiguous
BOLA2,Ambiguous
IGHM,Ambiguous
EHD3,Ambiguous
HS71L,Ambiguous
SYPM,Ambiguous
PPR21,Ambiguous
WAP53,Ambiguous
ST38L,Ambiguous
FRRS1,Ambiguous
KS6A6,Ambiguous
CATC,Ambiguous
SNW1,Ambiguous
HECD3,Ambiguous
SMAD2,Ambiguous
TDRD1,Ambiguous
DYHC2,Ambiguous
INF2,Ambiguous
GDE,Ambiguous
ERI3,Ambiguous
ASND1,Ambiguous
TYRP1,Ambiguous
UHRF1,Ambiguous
VAPB,Ambiguous
QTRD1,Ambiguous
GOGA4,Ambiguous
DPH2,Ambiguous
AIDA,Ambiguous
WWP2,Ambiguous
ZMYM4,Ambiguous
PAR12,Ambiguous
CASP3,Ambiguous
CD2AP,Ambiguous
COQ5,Ambiguous
FAAA,Ambiguous
TLK1,Ambiguous
GBF1,Ambiguous
ACTN2,Ambiguous
TXLNA,Ambiguous
THADA,Ambiguous
FIBB,Ambiguous
TACO1,Ambiguous
BPHL,Ambiguous
SYLM,Ambiguous
PAPOG,Ambiguous
ACSA,Ambiguous
RM16,Ambiguous
CYGB,Ambiguous
RBX2,Ambiguous
ZN451,Ambiguous
HERC4,Ambiguous
ANM7,Ambiguous
LAMC1,Ambiguous
CALB2,Ambiguous
NDUS6,Ambiguous
KIF11,Ambiguous
ZZEF1,Ambiguous
OTUB2,Ambiguous
CRYL1,Ambiguous
ARMC1,Ambiguous
MTPN,Ambiguous
LIMC1,Ambiguous
FA86A,Ambiguous
RIC8B,Ambiguous
FPGT,Ambiguous
TTC5,Ambiguous
CNDG2,Ambiguous
MCA3,Ambiguous
PLEC,Ambiguous
WIPF2,Ambiguous
RAB23,Ambiguous
MARCS,Ambiguous
KLC1,Ambiguous
CASP9,Ambiguous
HEBP1,Ambiguous
SLK,Ambiguous
ARL9,Ambiguous
CCZ1,Ambiguous
FUBP1,Ambiguous
CTDP1,Ambiguous
PYRG2,Ambiguous
CRKL,Ambiguous
CHIN,Ambiguous
TIAM1,Ambiguous
TBCD8,Ambiguous
COG5,Ambiguous
ASAP2,Ambiguous
OSBL2,Ambiguous
SAAL1,Ambiguous
AACT,Ambiguous
SRP09,Ambiguous
RBGPR,Ambiguous
GEPH,Ambiguous
LR16A,Ambiguous
LYRIC,Ambiguous
STAT1,Ambiguous
RABX5,Ambiguous
BGAL,Ambiguous
HINT2,Ambiguous
PDXD1,Ambiguous
VPS8,Ambiguous
FRYL,Ambiguous
ANX11,Ambiguous
TRM44,Ambiguous
PRKDC,Ambiguous
VPS39,Ambiguous
CP062,Ambiguous
TARB1,Ambiguous
NGLY1,Ambiguous
LNX2,Ambiguous
AT2B1,Ambiguous
PKN2,Ambiguous
COMT,Ambiguous
RPP14,Ambiguous
ULK3,Ambiguous
TBB6,Ambiguous
BD1L1,Ambiguous
NUB1,Ambiguous
CS068,Ambiguous
SESN2,Ambiguous
KPCA,Ambiguous
INT3,Ambiguous
TFR1,Ambiguous
MYO1C,Ambiguous
SHOT1,Ambiguous
H0Y9Y2,Ambiguous
SPF27,Ambiguous
PKHF2,Ambiguous
UVRAG,Ambiguous
NIBL1,Ambiguous
E41L1,Ambiguous
VP13C,Ambiguous
OCRL,Ambiguous
KKCC1,Ambiguous
TGFA1,Ambiguous
BIG2,Ambiguous
COG3,Ambiguous
NEUL,Ambiguous
IPP,Ambiguous
UBP24,Ambiguous
HELB,Ambiguous
MYO1B,Ambiguous
COG2,Ambiguous
ARP8,Ambiguous
MYO6,Ambiguous
CALD1,Ambiguous
E2AK4,Ambiguous
RBGP1,Ambiguous
AT1A1,Ambiguous
SPN90,Ambiguous
ADDA,Ambiguous
PK3CB,Ambiguous
NRDE2,Ambiguous
CTNA1,Ambiguous
BAX,Ambiguous
DOP2,Ambiguous
ATM,Ambiguous
DDHD1,Ambiguous
COG1,Ambiguous
UTRO,Ambiguous
CND1,Ambiguous
FXL18,Ambiguous
DALD3,Ambiguous
FAS,Ambiguous
AP2A2,Ambiguous
TBC9B,Ambiguous
SMCR8,Ambiguous
ASTL,Ambiguous
ATE1,Ambiguous
P85A,Ambiguous
VPS41,Ambiguous
KIF2C,Ambiguous
CAPS2,Ambiguous
MCAF2,Ambiguous
UBP15,Ambiguous
RB6I2,Ambiguous
RN123,Ambiguous
UGGG2,Ambiguous
UGGG1,Ambiguous
TF3C1,Ambiguous
LRSM1,Ambiguous
UN13B,Ambiguous
MNS1,Ambiguous
DYST,Ambiguous
STAT3,Ambiguous
ARHGG,Ambiguous
DEN4C,Ambiguous
TBC8B,Ambiguous
DQX1,Ambiguous
MILK2,Ambiguous
DHX8,Ambiguous
MIB2,Ambiguous
MYO10,Ambiguous
VIP2,Ambiguous
MTA1,Ambiguous
PYRD1,Ambiguous
STYX,Ambiguous
DDX59,Ambiguous
FBXW7,Ambiguous
RBM28,Ambiguous
SYC2L,Ambiguous
SH3G2,Ambiguous
CLAP1,Ambiguous
KRI1,Ambiguous
STALP,Ambiguous
SMRD1,Ambiguous
GSTM1,Non-binder
ASPC1,Non-binder
VATH,Non-binder
ARI2,Non-binder
PRI2,Non-binder
PDC6I,Non-binder
PSMD9,Non-binder
GBP1,Non-binder
ALDOA,Non-binder
MDHM,Non-binder
TXND9,Non-binder
PRDX1,Non-binder
GSTT1,Non-binder
TEBP,Non-binder
TXNL1,Non-binder
RFA2,Non-binder
TBCC,Non-binder
PPIL1,Non-binder
GRP75,Non-binder
TPR,Non-binder
NNRD,Non-binder
LDHB,Non-binder
HPGDS,Non-binder
CASP7,Non-binder
KPYM,Non-binder
FNTB,Non-binder
SPB6,Non-binder
PAAF1,Non-binder
AKT2,Non-binder
MCCB,Non-binder
ANXA1,Non-binder
GPX4,Non-binder
UMPS,Non-binder
FLNA,Non-binder
A2MG,Non-binder
MDHC,Non-binder
RNH2B,Non-binder
LEG3,Non-binder
NPM2,Non-binder
GDIR1,Non-binder
ANXA4,Non-binder
FNTA,Non-binder
MK01,Non-binder
PPIF,Non-binder
CLU,Non-binder
PARK7,Non-binder
HUTI,Non-binder
AHSA1,Non-binder
ALDOC,Non-binder
ALDH2,Non-binder
RAB7A,Non-binder
F115C,Non-binder
UK114,Non-binder
NSUN2,Non-binder
ST6B1,Non-binder
PSMD5,Non-binder
PGK1,Non-binder
FABP4,Non-binder
PUR6,Non-binder
SAE1,Non-binder
UBP14,Non-binder
UBA3,Non-binder
TCTP,Non-binder
NASP,Non-binder
ANXA5,Non-binder
PGAM2,Non-binder
GLRX3,Non-binder
TRI69,Non-binder
PROSC,Non-binder
PADI2,Non-binder
UCHL3,Non-binder
ZP3,Non-binder
TBC24,Non-binder
VPS4B,Non-binder
KCRB,Non-binder
CPNE1,Non-binder
NUDC,Non-binder
AOXA,Non-binder
CUL3,Non-binder
2ABB,Non-binder
NDKB,Non-binder
SAE2,Non-binder
CLIC1,Non-binder
DLDH,Non-binder
KINH,Non-binder
VPS35,Non-binder
IPYR2,Non-binder
SIAS,Non-binder
ANXA3,Non-binder
SERA,Non-binder
CPIN1,Non-binder
ATG7,Non-binder
ALDR,Non-binder
PUR8,Non-binder
SYYC,Non-binder
KTN1,Non-binder
VATB2,Non-binder
DNPEP,Non-binder
ETFA,Non-binder
UBCP1,Non-binder
MTNA,Non-binder
EMAL2,Non-binder
TLN1,Non-binder
NUDT5,Non-binder
ECM29,Non-binder
PUR9,Non-binder
XRCC5,Non-binder
ENOA,Non-binder
G6PI,Non-binder
MCM7,Non-binder
DX39A,Non-binder
KS6A3,Non-binder
PRDX5,Non-binder
HUTU,Non-binder
CUL1,Non-binder
GLMN,Non-binder
LRBA,Non-binder
GUAA,Non-binder
GSTO1,Non-binder
PSME2,Non-binder
BDH2,Non-binder
CBS,Non-binder
SPTN1,Non-binder
PCNA,Non-binder
DHPR,Non-binder
THTM,Non-binder
UGDH,Non-binder
UGPA,Non-binder
SYCC,Non-binder
KIF15,Non-binder
PRDX6,Non-binder
GDIB,Non-binder
ACON,Non-binder
MTAP,Non-binder
PGM1,Non-binder
G6PD,Non-binder
UCHL1,Non-binder
6PGD,Non-binder
TKT,Non-binder
WDR1,Non-binder
ARK72,Non-binder
AMPL,Non-binder
NDRG2,Non-binder
VINC,Non-binder
LKHA4,Non-binder
PDIA3,Non-binder
RAB6A,Non-binder
TALDO,Non-binder
SPEE,Non-binder
PCKGM,Non-binder
TPIS,Non-binder
RPIA,Non-binder
GNPI1,Non-binder
CAN8,Non-binder
UBA1,Non-binder
FCGBP,Non-binder
UBE3A,Non-binder
THIL,Non-binder
AASD1,Non-binder
FCL,Non-binder
AK1A1,Non-binder
QORL1,Non-binder
IPYR,Non-binder
SYG,Non-binder
PYGL,Non-binder
PTGR1,Non-binder
HSP74,Non-binder
CNDP2,Non-binder
PURA2,Non-binder
BPNT1,Non-binder
AATM,Non-binder
SYHC,Non-binder
LDHA,Non-binder
A16A1,Non-binder
PPID,Non-binder
PP1R7,Non-binder
SERC,Non-binder
FSCN1,Non-binder
TRXR3,Non-binder
THOP1,Non-binder
IDHC,Non-binder
TBCB,Non-binder
PSA,Non-binder
AL9A1,Non-binder
GSTA1,Non-binder
GLYC,Non-binder
AATC,Non-binder
SODC,Non-binder
THAP4,Non-binder
HBG1,Non-binder
ES1,Non-binder
AL7A1,Non-binder
GMDS,Non-binder
ESTD,Non-binder
THIM,Non-binder
AK1BA,Non-binder
KTHY,Non-binder
DHR11,Non-binder
GAMT,Non-binder
NQO1,Non-binder
LGUL,Non-binder
ADK,Non-binder
PRDX3,Non-binder
DHDH,Non-binder
GPX1,Non-binder
CH10,Non-binder
SCOT1,Non-binder
DCUP,Non-binder
FUMH,Non-binder
ABHEB,Non-binder
GMFB,Non-binder
KCY,Non-binder
UB2D2,Non-binder
AK1C4,Non-binder
ARLY,Non-binder
GLOD4,Non-binder
GLTP,Non-binder
ETHE1,Non-binder
ADHX,Non-binder
ENDOU,Non-binder
NNRE,Non-binder
IDHP,Non-binder
OAT,Non-binder
TSN,Non-binder
NDKM,Non-binder
GNMT,Non-binder
TYSY,Non-binder
OLA1,Non-binder
PNPO,Non-binder
KAD2,Non-binder
SODM,Non-binder
OTUB1,Non-binder
CK054,Non-binder
DDAH1,Non-binder
RAC1,Non-binder
RB11B,Non-binder
PROF1,Non-binder
ADH1B,Non-binder
CYTB,Non-binder
HAT1,Non-binder
AGM1,Non-binder
VATE1,Non-binder
UBA6,Non-binder
ARF1,Non-binder
ACTN1,Non-binder
ORN,Non-binder
RHEB,Non-binder
RET2,Non-binder
GALE,Non-binder
PEPD,Non-binder
SPRE,Non-binder
FAH2A,Non-binder
PUR4,Non-binder
3HIDH,Non-binder
UB2V1,Non-binder
PMM2,Non-binder
AMPB,Non-binder
UBXN1,Non-binder
DCPS,Non-binder
ARL3,Non-binder
ALBU,Non-binder
PTER,Non-binder
UB2L3,Non-binder
UBC12,Non-binder
DPP3,Non-binder
RHOA,Non-binder
HIBCH,Non-binder
DCXR,Non-binder
PITH1,Non-binder
IDI1,Non-binder
SUCB2,Non-binder
VPS29,Non-binder
FKBP4,Non-binder
SYWC,Non-binder
ACDSB,Non-binder
PEBP1,Non-binder
HPRT,Non-binder
DYR,Non-binder
GABT,Non-binder
PPCE,Non-binder
APEX1,Non-binder
UBE2K,Non-binder
PRDC1,Non-binder
DOPD,Non-binder
PADI4,Non-binder
6PGL,Non-binder
PTH2,Non-binder
GTPC1,Non-binder
PA1B2,Non-binder
VATD,Non-binder
PHP14,Non-binder
SCRN2,Non-binder
ISOC1,Non-binder
PCCB,Non-binder
ACTN4,Non-binder
PGFS,Non-binder
ARL2,Non-binder
CBWD2,Non-binder
XPP1,Non-binder
NUDT9,Non-binder
H17B6,Non-binder
GNPI2,Non-binder
CA123,Non-binder
F16P1,Non-binder
MPI,Non-binder
AK1C1,Non-binder
THIC,Non-binder
QOR,Non-binder
HDHD2,Non-binder
NAGA,Non-binder
DNPH1,Non-binder
NAGK,Non-binder
DDI2,Non-binder
NIT2,Non-binder
GALK1,Non-binder
DUT,Non-binder
ECI1,Non-binder
GFPT1,Non-binder
ACTG,Non-binder
RPE,Non-binder
HPBP1,Non-binder
NUBP2,Non-binder
TXD17,Non-binder
BCCIP,Non-binder
BUP1,Non-binder
FKB1A,Non-binder
P5CR3,Non-binder
CAN2,Non-binder
TRMB,Non-binder
GALM,Non-binder
WDR4,Non-binder
SNAA,Non-binder
MYP2,Non-binder
F16P2,Non-binder
GALT,Non-binder
TSNAX,Non-binder
CRK,Non-binder
QORX,Non-binder
RAB2A,Non-binder
PPCS,Non-binder
OSBP1,Non-binder
TRXR2,Non-binder
MND1,Non-binder
GPDA,Non-binder
TTC27,Non-binder
DPH5,Non-binder
PRDX4,Non-binder
KIME,Non-binder
GLOD5,Non-binder
TWF2,Non-binder
TTL12,Non-binder
PFD5,Non-binder
LZTL1,Non-binder
YKT6,Non-binder
IMPA2,Non-binder
SDCB1,Non-binder
PPAC,Non-binder
FA49A,Non-binder
HEM2,Non-binder
NAA50,Non-binder
VATG1,Non-binder
ARF4,Non-binder
HMGB3,Non-binder
HEM3,Non-binder
MED20,Non-binder
PSME1,Non-binder
GALK2,Non-binder
THNS2,Non-binder
PSD10,Non-binder
PGM2,Non-binder
DHB14,Non-binder
MYH11,Non-binder
AASS,Non-binder
GDIA,Non-binder
PRPK,Non-binder
SPS2,Non-binder
SNX12,Non-binder
MUTA,Non-binder
GCST,Non-binder
DTD1,Non-binder
TFG,Non-binder
CALR,Non-binder
QCR1,Non-binder
VP26A,Non-binder
MYL6,Non-binder
PIPNB,Non-binder
NPL,Non-binder
TBCD,Non-binder
ARCH,Non-binder
PBDC1,Non-binder
CUTC,Non-binder
ISOC2,Non-binder
HINT1,Non-binder
TRXR1,Non-binder
NRBP,Non-binder
UFC1,Non-binder
ILEU,Non-binder
UBFD1,Non-binder
MIF,Non-binder
PSMG1,Non-binder
PGTB1,Non-binder
COTL1,Non-binder
SNAG,Non-binder
ACOC,Non-binder
VATC1,Non-binder
MYH10,Non-binder
RAB1A,Non-binder
TBCA,Non-binder
CUL5,Non-binder
LCMT1,Non-binder
MCCA,Non-binder
ENPL,Non-binder
LASP1,Non-binder
AK1C3,Non-binder
RAB5A,Non-binder
QCR2,Non-binder
C43BP,Non-binder
TAGL,Non-binder
VPS25,Non-binder
HCDH,Non-binder
OSGEP,Non-binder
CCD58,Non-binder
ATX10,Non-binder
NT5D1,Non-binder
TWF1,Non-binder
KBL,Non-binder
HDHD1,Non-binder
PREP,Non-binder
AN32E,Non-binder
PTGR2,Non-binder
CCS,Non-binder
SAR1A,Non-binder
MAP11,Non-binder
PTPA,Non-binder
E41L2,Non-binder
RAB14,Non-binder
PIN1,Non-binder
CASP6,Non-binder
ADPRH,Non-binder
PLAP,Non-binder
ODO2,Non-binder
PGM2L,Non-binder
UB2R2,Non-binder
CPVL,Non-binder
RSU1,Non-binder
PTPS,Non-binder
CI064,Non-binder
NDRG3,Non-binder
SMYD5,Non-binder
PSB8,Non-binder
TATD1,Non-binder
PYGB,Non-binder
TPMT,Non-binder
SSU72,Non-binder
RNZ2,Non-binder
ENOF1,Non-binder
HEM4,Non-binder
NARFL,Non-binder
ERO1A,Non-binder
TOLIP,Non-binder
PPM1E,Non-binder
DOHH,Non-binder
SBDS,Non-binder
FPPS,Non-binder
ABHDA,Non-binder
NAA15,Non-binder
CSN8,Non-binder
TXND5,Non-binder
F8I2,Non-binder
DPP9,Non-binder
FLNB,Non-binder
UB2G1,Non-binder
GLRX1,Non-binder
TRUA,Non-binder
ODBB,Non-binder
SNX3,Non-binder
XYLB,Non-binder
MSRA,Non-binder
TT39B,Non-binder
PDIA1,Non-binder
PA1B3,Non-binder
NUDC2,Non-binder
SYMC,Non-binder
ST1A1,Non-binder
D2HDH,Non-binder
ECHD3,Non-binder
PSME3,Non-binder
UB2R1,Non-binder
PSMG2,Non-binder
OTU1,Non-binder
RBBP9,Non-binder
MED18,Non-binder
DIAC,Non-binder
IMPA1,Non-binder
METH,Non-binder
HEXDC,Non-binder
CORO7,Non-binder
ZPR1,Non-binder
NAA10,Non-binder
DCTD,Non-binder
DPYL2,Non-binder
COCA1,Non-binder
MSH2,Non-binder
F151B,Non-binder
ULA1,Non-binder
GSH0,Non-binder
DP13A,Non-binder
AEDO,Non-binder
ATHL1,Non-binder
NHRF1,Non-binder
ANKY2,Non-binder
PSF1,Non-binder
KBP,Non-binder
ARHL2,Non-binder
GMPPB,Non-binder
PNPH,Non-binder
GNAO,Non-binder
IGBP1,Non-binder
VPS36,Non-binder
ANXA6,Non-binder
CCD25,Non-binder
PGTA,Non-binder
EVL,Non-binder
CAF17,Non-binder
SUGT1,Non-binder
OSTF1,Non-binder
RADI,Non-binder
ODPA,Non-binder
PDIA6,Non-binder
RAB8A,Non-binder
CD027,Non-binder
TLN2,Non-binder
SYIM,Non-binder
UAP1L,Non-binder
AN32A,Non-binder
TYW2,Non-binder
ML12B,Non-binder
NADE,Non-binder
MVP,Non-binder
CHMP5,Non-binder
MK12,Non-binder
ECHD2,Non-binder
RTN4,Non-binder
UBL4A,Non-binder
LRC20,Non-binder
METK2,Non-binder
MOB2,Non-binder
ENOPH,Non-binder
TPD54,Non-binder
BHMT1,Non-binder
OPLA,Non-binder
SPEB,Non-binder
DHTK1,Non-binder
CHRD1,Non-binder
DPOE3,Non-binder
RET1,Non-binder
TATD3,Non-binder
HEM6,Non-binder
ADPRM,Non-binder
RMD1,Non-binder
FAF1,Non-binder
GGPPS,Non-binder
PMVK,Non-binder
SBP1,Non-binder
SPTB2,Non-binder
CPPED,Non-binder
SSA27,Non-binder
DNJC9,Non-binder
PNCB,Non-binder
GSHR,Non-binder
TPRKB,Non-binder
KAT3,Non-binder
MD2L1,Non-binder
NECP1,Non-binder
IAH1,Non-binder
ADRO,Non-binder
BCAT1,Non-binder
DPYD,Non-binder
U119A,Non-binder
SORCN,Non-binder
MP2K6,Non-binder
MOB1A,Non-binder
CDK5,Non-binder
TPK1,Non-binder
CHM1A,Non-binder
PPME1,Non-binder
MEMO1,Non-binder
ADA,Non-binder
CATB,Non-binder
PTN11,Non-binder
INPP,Non-binder
COQ6,Non-binder
ARL6,Non-binder
UBP4,Non-binder
COQ9,Non-binder
EEA1,Non-binder
SPS1,Non-binder
ARI1,Non-binder
RASA1,Non-binder
NHEJ1,Non-binder
SYSM,Non-binder
CP013,Non-binder
EM55,Non-binder
PGTB2,Non-binder
NRDC,Non-binder
GBRAP,Non-binder
PGP,Non-binder
FA49B,Non-binder
PFD4,Non-binder
SGTA,Non-binder
U119B,Non-binder
PP2BB,Non-binder
AP4A,Non-binder
GNAI3,Non-binder
SPRY4,Non-binder
MAOM,Non-binder
CUL2,Non-binder
SENP8,Non-binder
REEP6,Non-binder
CK068,Non-binder
4EBP2,Non-binder
SIVA,Non-binder
ARMC6,Non-binder
RRAGC,Non-binder
PDIA4,Non-binder
RNLS,Non-binder
DX39B,Non-binder
NLE1,Non-binder
TBCE,Non-binder
GSTA4,Non-binder
BIN1,Non-binder
ICAL,Non-binder
TOM1,Non-binder
ANM6,Non-binder
TGM2,Non-binder
CMBL,Non-binder
MIP18,Non-binder
ARL1,Non-binder
GSH1,Non-binder
SH3G1,Non-binder
PDE6D,Non-binder
NEK9,Non-binder
APT,Non-binder
PDE12,Non-binder
EDF1,Non-binder
ANFY1,Non-binder
IFT25,Non-binder
TRNT1,Non-binder
UN45A,Non-binder
BTBDJ,Non-binder
ENAH,Non-binder
GMPPA,Non-binder
RRAGA,Non-binder
NAKD2,Non-binder
KV404,Non-binder
MACD1,Non-binder
ASGL1,Non-binder
OSBL1,Non-binder
BROX,Non-binder
THIK,Non-binder
MA2C1,Non-binder
PSF3,Non-binder
HIP1R,Non-binder
EXOS5,Non-binder
BID,Non-binder
DTD2,Non-binder
DCNL1,Non-binder
MTND,Non-binder
IDE,Non-binder
CS010,Non-binder
SMYD2,Non-binder
TPPC1,Non-binder
GABPA,Non-binder
PDXK,Non-binder
EHD1,Non-binder
CHM1B,Non-binder
CGL,Non-binder
GMFG,Non-binder
LEG1,Non-binder
LACB2,Non-binder
CF211,Non-binder
INMT,Non-binder
PP14B,Non-binder
SARDH,Non-binder
RHG18,Non-binder
SYCM,Non-binder
CSK,Non-binder
PDDC1,Non-binder
HD,Non-binder
FKBP2,Non-binder
OGDHL,Non-binder
LYPL1,Non-binder
PSF2,Non-binder
LRRF2,Non-binder
UQCC1,Non-binder
SNF8,Non-binder
SH3L1,Non-binder
DJC17,Non-binder
MAAI,Non-binder
CLYBL,Non-binder
F206A,Non-binder
DCTN5,Non-binder
NUD19,Non-binder
RAB3A,Non-binder
TTC9C,Non-binder
TYW5,Non-binder
RM43,Non-binder
TFIP8,Non-binder
HXK2,Non-binder
T22D1,Non-binder
HDDC2,Non-binder
RAB28,Non-binder
